Sdate,Cosit,LaneNumber,LaneDescription,LaneDirection,DirectionDescription,Volume,Flags,Flag Text,AvgSpeed,PmlHGV,Class1Volume,Class2Volume,Class3Volume,Class4Volume,Class5Volume,Class6Volume,date,hours,weekday
2015-11-15 16:00:00,1083,4,SB_OS,2,South,507,0,,17056,4,10,495,0,2,0,0.0,2015-11-15,16:00:00,7
2015-11-15 16:00:00,1083,5,SB_MID,2,South,622,0,,16445,6,24,594,0,4,0,0.0,2015-11-15,16:00:00,7
2015-11-15 16:00:00,1083,6,SB_NS,2,South,665,0,,15723,12,6,649,0,5,3,2.0,2015-11-15,16:00:00,7
2015-11-15 17:00:00,1083,1,NB_NS,1,North,415,0,,15251,0,5,406,0,0,0,4.0,2015-11-15,17:00:00,7
2015-11-15 17:00:00,1083,2,NB_MID,1,North,469,0,,16326,4,1,464,0,2,0,2.0,2015-11-15,17:00:00,7
2015-11-15 17:00:00,1083,3,NB_OS,1,North,398,0,,16832,10,1,393,0,4,0,0.0,2015-11-15,17:00:00,7
2015-11-15 17:00:00,1083,4,SB_OS,2,South,363,0,,16788,3,11,351,0,0,1,0.0,2015-11-15,17:00:00,7
2015-11-15 17:00:00,1083,5,SB_MID,2,South,504,0,,16286,6,21,480,0,3,0,0.0,2015-11-15,17:00:00,7
2015-11-15 17:00:00,1083,6,SB_NS,2,South,560,0,,16083,5,3,549,0,2,1,5.0,2015-11-15,17:00:00,7
2015-11-15 18:00:00,1083,1,NB_NS,1,North,321,0,,16025,6,5,310,0,2,0,4.0,2015-11-15,18:00:00,7
2015-11-15 18:00:00,1083,2,NB_MID,1,North,383,0,,16683,0,2,381,0,0,0,0.0,2015-11-15,18:00:00,7
2015-11-15 18:00:00,1083,3,NB_OS,1,North,341,0,,16822,21,2,332,0,7,0,0.0,2015-11-15,18:00:00,7
2015-11-15 18:00:00,1083,4,SB_OS,2,South,291,0,,17753,3,10,280,0,1,0,0.0,2015-11-15,18:00:00,7
2015-11-15 18:00:00,1083,5,SB_MID,2,South,389,0,,17456,3,12,376,0,1,0,0.0,2015-11-15,18:00:00,7
2015-11-15 18:00:00,1083,6,SB_NS,2,South,482,0,,16588,2,5,472,0,1,0,4.0,2015-11-15,18:00:00,7
2015-11-15 19:00:00,1083,1,NB_NS,1,North,266,0,,16204,8,2,258,0,2,0,4.0,2015-11-15,19:00:00,7
2015-11-15 19:00:00,1083,2,NB_MID,1,North,369,0,,17200,3,4,364,0,1,0,0.0,2015-11-15,19:00:00,7
2015-11-15 19:00:00,1083,3,NB_OS,1,North,271,0,,17338,7,0,269,0,2,0,0.0,2015-11-15,19:00:00,7
2015-11-15 19:00:00,1083,4,SB_OS,2,South,225,0,,17665,0,5,220,0,0,0,0.0,2015-11-15,19:00:00,7
2015-11-15 19:00:00,1083,5,SB_MID,2,South,348,0,,17253,0,11,337,0,0,0,0.0,2015-11-15,19:00:00,7
2015-11-15 19:00:00,1083,6,SB_NS,2,South,339,0,,16960,6,1,331,1,2,0,4.0,2015-11-15,19:00:00,7
2015-11-15 20:00:00,1083,1,NB_NS,1,North,233,0,,16471,9,4,223,0,2,0,4.0,2015-11-15,20:00:00,7
2015-11-15 20:00:00,1083,2,NB_MID,1,North,252,0,,17668,8,2,248,0,2,0,0.0,2015-11-15,20:00:00,7
2015-11-15 20:00:00,1083,3,NB_OS,1,North,183,0,,18100,0,1,181,1,0,0,0.0,2015-11-15,20:00:00,7
2015-11-15 20:00:00,1083,4,SB_OS,2,South,162,0,,17471,6,1,160,0,1,0,0.0,2015-11-15,20:00:00,7
2015-11-15 20:00:00,1083,5,SB_MID,2,South,233,0,,18085,17,6,223,0,4,0,0.0,2015-11-15,20:00:00,7
2015-11-15 20:00:00,1083,6,SB_NS,2,South,272,0,,17021,15,5,258,1,3,1,4.0,2015-11-15,20:00:00,7
2015-11-15 21:00:00,1083,1,NB_NS,1,North,173,0,,17176,35,3,159,1,5,1,4.0,2015-11-15,21:00:00,7
2015-11-15 21:00:00,1083,2,NB_MID,1,North,216,0,,17846,23,5,206,0,5,0,0.0,2015-11-15,21:00:00,7
2015-11-15 21:00:00,1083,3,NB_OS,1,North,123,0,,17931,8,0,122,0,1,0,0.0,2015-11-15,21:00:00,7
2015-11-15 21:00:00,1083,4,SB_OS,2,South,124,0,,18170,0,3,120,0,0,0,1.0,2015-11-15,21:00:00,7
2015-11-15 21:00:00,1083,5,SB_MID,2,South,232,0,,18047,0,8,224,0,0,0,0.0,2015-11-15,21:00:00,7
2015-11-15 21:00:00,1083,6,SB_NS,2,South,241,0,,17200,4,2,232,1,1,0,5.0,2015-11-15,21:00:00,7
2015-11-15 22:00:00,1083,1,NB_NS,1,North,126,0,,16788,16,2,118,0,2,0,4.0,2015-11-15,22:00:00,7
2015-11-15 22:00:00,1083,2,NB_MID,1,North,156,0,,17612,19,0,153,0,1,2,0.0,2015-11-15,22:00:00,7
2015-11-15 22:00:00,1083,3,NB_OS,1,North,83,0,,18092,0,0,83,0,0,0,0.0,2015-11-15,22:00:00,7
2015-11-15 22:00:00,1083,4,SB_OS,2,South,92,0,,19064,0,3,89,0,0,0,0.0,2015-11-15,22:00:00,7
2015-11-15 22:00:00,1083,5,SB_MID,2,South,166,0,,17592,0,3,163,0,0,0,0.0,2015-11-15,22:00:00,7
2015-11-15 22:00:00,1083,6,SB_NS,2,South,199,0,,17457,20,2,189,0,3,1,4.0,2015-11-15,22:00:00,7
2015-11-15 23:00:00,1083,1,NB_NS,1,North,97,0,,16899,52,1,88,0,3,2,3.0,2015-11-15,23:00:00,7
2015-11-15 23:00:00,1083,2,NB_MID,1,North,131,0,,17475,8,0,130,0,1,0,0.0,2015-11-15,23:00:00,7
2015-11-15 23:00:00,1083,3,NB_OS,1,North,51,0,,18301,0,0,51,0,0,0,0.0,2015-11-15,23:00:00,7
2015-11-15 23:00:00,1083,4,SB_OS,2,South,58,0,,18707,0,4,54,0,0,0,0.0,2015-11-15,23:00:00,7
2015-11-15 23:00:00,1083,5,SB_MID,2,South,129,0,,17453,16,2,125,0,0,2,0.0,2015-11-15,23:00:00,7
2015-11-15 23:00:00,1083,6,SB_NS,2,South,196,0,,16713,20,0,188,0,2,2,4.0,2015-11-15,23:00:00,7
2015-11-16 00:00:00,1083,1,NB_NS,1,North,59,0,,17293,17,2,56,0,0,1,0.0,2015-11-16,00:00:00,1
2015-11-16 00:00:00,1083,2,NB_MID,1,North,70,0,,17798,0,0,70,0,0,0,0.0,2015-11-16,00:00:00,1
2015-11-16 00:00:00,1083,3,NB_OS,1,North,26,0,,17404,0,0,26,0,0,0,0.0,2015-11-16,00:00:00,1
2015-11-16 00:00:00,1083,4,SB_OS,2,South,21,0,,17725,48,1,19,0,1,0,0.0,2015-11-16,00:00:00,1
2015-11-16 00:00:00,1083,5,SB_MID,2,South,71,0,,18564,0,1,69,0,0,0,1.0,2015-11-16,00:00:00,1
2015-11-16 00:00:00,1083,6,SB_NS,2,South,65,0,,17744,0,1,64,0,0,0,0.0,2015-11-16,00:00:00,1
2015-11-16 01:00:00,1083,1,NB_NS,1,North,21,0,,17011,48,0,20,0,1,0,0.0,2015-11-16,01:00:00,1
2015-11-16 01:00:00,1083,2,NB_MID,1,North,37,0,,18619,0,0,37,0,0,0,0.0,2015-11-16,01:00:00,1
2015-11-16 01:00:00,1083,3,NB_OS,1,North,7,0,,15952,143,0,6,0,1,0,0.0,2015-11-16,01:00:00,1
2015-11-16 01:00:00,1083,4,SB_OS,2,South,13,0,,21816,0,1,12,0,0,0,0.0,2015-11-16,01:00:00,1
2015-11-16 01:00:00,1083,5,SB_MID,2,South,22,0,,19381,0,0,22,0,0,0,0.0,2015-11-16,01:00:00,1
2015-11-16 01:00:00,1083,6,SB_NS,2,South,31,0,,17545,32,2,28,0,1,0,0.0,2015-11-16,01:00:00,1
2015-11-16 02:00:00,1083,1,NB_NS,1,North,21,0,,16429,95,0,19,0,1,1,0.0,2015-11-16,02:00:00,1
2015-11-16 02:00:00,1083,2,NB_MID,1,North,27,0,,18446,37,0,26,0,1,0,0.0,2015-11-16,02:00:00,1
2015-11-16 02:00:00,1083,3,NB_OS,1,North,4,0,,16389,0,0,4,0,0,0,0.0,2015-11-16,02:00:00,1
2015-11-16 02:00:00,1083,4,SB_OS,2,South,9,0,,17376,0,0,9,0,0,0,0.0,2015-11-16,02:00:00,1
2015-11-16 02:00:00,1083,5,SB_MID,2,South,30,0,,19232,67,0,28,0,2,0,0.0,2015-11-16,02:00:00,1
2015-11-16 02:00:00,1083,6,SB_NS,2,South,30,0,,17574,67,2,26,0,2,0,0.0,2015-11-16,02:00:00,1
2015-11-16 03:00:00,1083,1,NB_NS,1,North,26,0,,18002,115,0,23,0,2,1,0.0,2015-11-16,03:00:00,1
2015-11-16 03:00:00,1083,2,NB_MID,1,North,17,0,,18578,59,0,16,0,1,0,0.0,2015-11-16,03:00:00,1
2015-11-16 03:00:00,1083,3,NB_OS,1,North,11,0,,20152,91,0,10,0,1,0,0.0,2015-11-16,03:00:00,1
2015-11-16 03:00:00,1083,4,SB_OS,2,South,4,0,,15625,250,0,3,0,1,0,0.0,2015-11-16,03:00:00,1
2015-11-16 03:00:00,1083,5,SB_MID,2,South,28,0,,19335,36,0,27,0,1,0,0.0,2015-11-16,03:00:00,1
2015-11-16 03:00:00,1083,6,SB_NS,2,South,40,0,,17257,50,2,36,0,2,0,0.0,2015-11-16,03:00:00,1
2015-11-16 04:00:00,1083,1,NB_NS,1,North,40,0,,17389,100,0,36,0,3,1,0.0,2015-11-16,04:00:00,1
2015-11-16 04:00:00,1083,2,NB_MID,1,North,48,0,,17471,62,0,45,0,2,1,0.0,2015-11-16,04:00:00,1
2015-11-16 04:00:00,1083,3,NB_OS,1,North,13,0,,17308,77,0,12,0,1,0,0.0,2015-11-16,04:00:00,1
2015-11-16 04:00:00,1083,4,SB_OS,2,South,8,0,,19028,0,2,6,0,0,0,0.0,2015-11-16,04:00:00,1
2015-11-16 04:00:00,1083,5,SB_MID,2,South,43,0,,18656,23,2,40,0,1,0,0.0,2015-11-16,04:00:00,1
2015-11-16 04:00:00,1083,6,SB_NS,2,South,53,0,,18685,75,1,48,0,4,0,0.0,2015-11-16,04:00:00,1
2015-11-16 05:00:00,1083,1,NB_NS,1,North,188,0,,16899,48,3,173,1,7,2,2.0,2015-11-16,05:00:00,1
2015-11-16 05:00:00,1083,2,NB_MID,1,North,132,0,,17841,45,2,124,0,5,1,0.0,2015-11-16,05:00:00,1
2015-11-16 05:00:00,1083,3,NB_OS,1,North,73,0,,17919,41,0,70,0,3,0,0.0,2015-11-16,05:00:00,1
2015-11-16 05:00:00,1083,4,SB_OS,2,South,41,0,,17005,0,1,39,1,0,0,0.0,2015-11-16,05:00:00,1
2015-11-16 05:00:00,1083,5,SB_MID,2,South,78,0,,18073,26,5,71,0,2,0,0.0,2015-11-16,05:00:00,1
2015-11-16 05:00:00,1083,6,SB_NS,2,South,123,0,,17922,33,3,116,0,2,2,0.0,2015-11-16,05:00:00,1
2015-11-16 06:00:00,1083,1,NB_NS,1,North,304,0,,15912,43,4,279,0,9,4,8.0,2015-11-16,06:00:00,1
2015-11-16 06:00:00,1083,2,NB_MID,1,North,396,0,,16618,35,3,379,0,11,3,0.0,2015-11-16,06:00:00,1
2015-11-16 06:00:00,1083,3,NB_OS,1,North,345,0,,17254,9,1,340,0,3,0,1.0,2015-11-16,06:00:00,1
2015-11-16 06:00:00,1083,4,SB_OS,2,South,233,0,,18000,4,8,223,1,1,0,0.0,2015-11-16,06:00:00,1
2015-11-16 06:00:00,1083,5,SB_MID,2,South,264,0,,17682,34,17,238,0,9,0,0.0,2015-11-16,06:00:00,1
2015-11-16 06:00:00,1083,6,SB_NS,2,South,354,0,,17141,56,4,326,0,17,3,4.0,2015-11-16,06:00:00,1
2015-11-16 07:00:00,1083,1,NB_NS,1,North,805,0,,11478,24,8,769,1,17,2,8.0,2015-11-16,07:00:00,1
2015-11-16 07:00:00,1083,2,NB_MID,1,North,1139,0,,9233,29,3,1098,0,28,5,4.0,2015-11-16,07:00:00,1
2015-11-16 07:00:00,1083,3,NB_OS,1,North,1182,0,,9419,16,6,1156,1,17,2,0.0,2015-11-16,07:00:00,1
2015-11-16 07:00:00,1083,4,SB_OS,2,South,558,0,,15916,22,19,526,0,12,0,1.0,2015-11-16,07:00:00,1
2015-11-16 07:00:00,1083,5,SB_MID,2,South,551,0,,15604,24,21,516,1,13,0,0.0,2015-11-16,07:00:00,1
2015-11-16 07:00:00,1083,6,SB_NS,2,South,878,0,,14999,34,6,830,1,26,4,11.0,2015-11-16,07:00:00,1
2015-11-16 08:00:00,1083,1,NB_NS,1,North,850,0,,7258,35,9,797,2,26,4,12.0,2015-11-16,08:00:00,1
2015-11-16 08:00:00,1083,2,NB_MID,1,North,1060,0,,6684,25,18,1009,1,26,1,4.0,2015-11-16,08:00:00,1
2015-11-16 08:00:00,1083,3,NB_OS,1,North,1101,0,,7912,35,3,1041,2,33,6,16.0,2015-11-16,08:00:00,1
2015-11-16 08:00:00,1083,4,SB_OS,2,South,540,0,,15938,20,14,514,0,9,2,1.0,2015-11-16,08:00:00,1
2015-11-16 08:00:00,1083,5,SB_MID,2,South,509,0,,15023,43,9,476,1,21,1,1.0,2015-11-16,08:00:00,1
2015-11-16 08:00:00,1083,6,SB_NS,2,South,935,0,,14712,32,4,885,1,27,3,15.0,2015-11-16,08:00:00,1
2015-11-16 09:00:00,1083,1,NB_NS,1,North,692,0,,12445,43,2,646,5,28,2,9.0,2015-11-16,09:00:00,1
2015-11-16 09:00:00,1083,2,NB_MID,1,North,867,0,,12566,46,7,817,1,38,2,2.0,2015-11-16,09:00:00,1
2015-11-16 09:00:00,1083,3,NB_OS,1,North,929,0,,12896,26,6,897,1,23,1,1.0,2015-11-16,09:00:00,1
2015-11-16 09:00:00,1083,4,SB_OS,2,South,458,0,,16925,28,12,431,2,12,1,0.0,2015-11-16,09:00:00,1
2015-11-16 09:00:00,1083,5,SB_MID,2,South,511,0,,16142,43,9,478,2,19,3,0.0,2015-11-16,09:00:00,1
2015-11-16 09:00:00,1083,6,SB_NS,2,South,670,0,,15802,75,4,608,0,48,2,8.0,2015-11-16,09:00:00,1
2015-11-16 10:00:00,1083,1,NB_NS,1,North,569,0,,14428,58,4,520,2,32,1,10.0,2015-11-16,10:00:00,1
2015-11-16 10:00:00,1083,2,NB_MID,1,North,605,0,,15551,58,9,557,2,31,4,2.0,2015-11-16,10:00:00,1
2015-11-16 10:00:00,1083,3,NB_OS,1,North,562,0,,16436,30,1,542,2,17,0,0.0,2015-11-16,10:00:00,1
2015-11-16 10:00:00,1083,4,SB_OS,2,South,344,0,,17146,44,6,321,2,14,1,0.0,2015-11-16,10:00:00,1
2015-11-16 10:00:00,1083,5,SB_MID,2,South,502,0,,17065,46,12,464,3,22,1,0.0,2015-11-16,10:00:00,1
2015-11-16 10:00:00,1083,6,SB_NS,2,South,544,0,,15813,108,3,472,2,53,6,8.0,2015-11-16,10:00:00,1
2015-11-16 11:00:00,1083,1,NB_NS,1,North,565,0,,14389,57,4,520,0,29,3,9.0,2015-11-16,11:00:00,1
2015-11-16 11:00:00,1083,2,NB_MID,1,North,627,0,,15675,49,6,589,1,31,0,0.0,2015-11-16,11:00:00,1
2015-11-16 11:00:00,1083,3,NB_OS,1,North,489,0,,16772,35,3,468,1,17,0,0.0,2015-11-16,11:00:00,1
2015-11-16 11:00:00,1083,4,SB_OS,2,South,418,0,,17303,19,8,400,2,8,0,0.0,2015-11-16,11:00:00,1
2015-11-16 11:00:00,1083,5,SB_MID,2,South,517,0,,16240,60,18,468,0,28,3,0.0,2015-11-16,11:00:00,1
2015-11-16 11:00:00,1083,6,SB_NS,2,South,638,0,,15537,72,7,572,3,38,8,10.0,2015-11-16,11:00:00,1
2015-11-16 12:00:00,1083,1,NB_NS,1,North,627,0,,14195,69,8,561,4,41,2,11.0,2015-11-16,12:00:00,1
2015-11-16 12:00:00,1083,2,NB_MID,1,North,631,0,,15865,62,5,584,3,37,2,0.0,2015-11-16,12:00:00,1
2015-11-16 12:00:00,1083,3,NB_OS,1,North,477,0,,16993,48,4,450,0,22,1,0.0,2015-11-16,12:00:00,1
2015-11-16 12:00:00,1083,4,SB_OS,2,South,407,0,,16866,25,13,384,0,9,1,0.0,2015-11-16,12:00:00,1
2015-11-16 12:00:00,1083,5,SB_MID,2,South,537,0,,16495,45,12,500,1,24,0,0.0,2015-11-16,12:00:00,1
2015-11-16 12:00:00,1083,6,SB_NS,2,South,621,0,,15634,66,4,565,1,34,7,10.0,2015-11-16,12:00:00,1
2015-11-16 13:00:00,1083,1,NB_NS,1,North,632,0,,14349,62,1,579,3,33,6,10.0,2015-11-16,13:00:00,1
2015-11-16 13:00:00,1083,2,NB_MID,1,North,552,0,,15955,60,4,514,1,30,3,0.0,2015-11-16,13:00:00,1
2015-11-16 13:00:00,1083,3,NB_OS,1,North,488,0,,16685,31,1,471,1,15,0,0.0,2015-11-16,13:00:00,1
2015-11-16 13:00:00,1083,4,SB_OS,2,South,461,0,,17077,22,7,440,4,10,0,0.0,2015-11-16,13:00:00,1
2015-11-16 13:00:00,1083,5,SB_MID,2,South,583,0,,16753,33,13,549,2,18,1,0.0,2015-11-16,13:00:00,1
2015-11-16 13:00:00,1083,6,SB_NS,2,South,706,0,,15701,65,4,647,0,40,6,9.0,2015-11-16,13:00:00,1
2015-11-16 14:00:00,1083,1,NB_NS,1,North,580,0,,14137,62,9,521,4,36,0,10.0,2015-11-16,14:00:00,1
2015-11-16 14:00:00,1083,2,NB_MID,1,North,558,0,,15528,59,4,516,5,30,3,0.0,2015-11-16,14:00:00,1
2015-11-16 14:00:00,1083,3,NB_OS,1,North,473,0,,16385,38,3,452,0,18,0,0.0,2015-11-16,14:00:00,1
2015-11-16 14:00:00,1083,4,SB_OS,2,South,611,0,,16142,39,23,560,4,24,0,0.0,2015-11-16,14:00:00,1
2015-11-16 14:00:00,1083,5,SB_MID,2,South,651,0,,15892,35,24,604,0,23,0,0.0,2015-11-16,14:00:00,1
2015-11-16 14:00:00,1083,6,SB_NS,2,South,786,0,,15259,67,7,715,3,46,7,8.0,2015-11-16,14:00:00,1
2015-11-16 15:00:00,1083,1,NB_NS,1,North,677,0,,13195,80,6,605,3,52,2,9.0,2015-11-16,15:00:00,1
2015-11-16 15:00:00,1083,2,NB_MID,1,North,555,0,,15150,74,5,507,1,33,8,1.0,2015-11-16,15:00:00,1
2015-11-16 15:00:00,1083,3,NB_OS,1,North,555,0,,15783,32,5,530,0,18,0,2.0,2015-11-16,15:00:00,1
2015-11-16 15:00:00,1083,4,SB_OS,2,South,754,0,,16088,20,8,728,3,12,3,0.0,2015-11-16,15:00:00,1
2015-11-16 15:00:00,1083,5,SB_MID,2,South,732,0,,15341,26,18,694,1,17,2,0.0,2015-11-16,15:00:00,1
2015-11-16 15:00:00,1083,6,SB_NS,2,South,1045,0,,14330,39,11,982,1,34,7,10.0,2015-11-16,15:00:00,1
2015-11-16 16:00:00,1083,1,NB_NS,1,North,968,0,,10767,53,4,894,3,47,4,16.0,2015-11-16,16:00:00,1
2015-11-16 16:00:00,1083,2,NB_MID,1,North,675,0,,14008,47,4,631,2,32,0,6.0,2015-11-16,16:00:00,1
2015-11-16 16:00:00,1083,3,NB_OS,1,North,706,0,,15028,27,0,686,0,19,0,1.0,2015-11-16,16:00:00,1
2015-11-16 16:00:00,1083,4,SB_OS,2,South,856,0,,14264,11,12,834,1,8,1,0.0,2015-11-16,16:00:00,1
2015-11-16 16:00:00,1083,5,SB_MID,2,South,813,0,,12635,17,22,776,0,13,1,1.0,2015-11-16,16:00:00,1
2015-11-16 16:00:00,1083,6,SB_NS,2,South,1415,0,,10834,22,10,1364,2,25,6,8.0,2015-11-16,16:00:00,1
2015-11-16 17:00:00,1083,1,NB_NS,1,North,1005,0,,6999,34,4,958,1,31,3,7.0,2015-11-16,17:00:00,1
2015-11-16 17:00:00,1083,2,NB_MID,1,North,933,0,,11002,25,11,896,1,19,4,2.0,2015-11-16,17:00:00,1
2015-11-16 17:00:00,1083,3,NB_OS,1,North,912,0,,12561,21,7,885,0,17,2,1.0,2015-11-16,17:00:00,1
2015-11-16 17:00:00,1083,4,SB_OS,2,South,896,0,,13523,4,17,875,0,3,1,0.0,2015-11-16,17:00:00,1
2015-11-16 17:00:00,1083,5,SB_MID,2,South,870,0,,12024,11,28,831,0,8,2,1.0,2015-11-16,17:00:00,1
2015-11-16 17:00:00,1083,6,SB_NS,2,South,1422,0,,10198,16,10,1379,1,19,4,9.0,2015-11-16,17:00:00,1
2015-11-16 18:00:00,1083,1,NB_NS,1,North,776,0,,12617,21,7,744,0,16,0,9.0,2015-11-16,18:00:00,1
2015-11-16 18:00:00,1083,2,NB_MID,1,North,766,0,,13830,12,4,753,0,9,0,0.0,2015-11-16,18:00:00,1
2015-11-16 18:00:00,1083,3,NB_OS,1,North,768,0,,14647,14,1,756,0,11,0,0.0,2015-11-16,18:00:00,1
2015-11-16 18:00:00,1083,4,SB_OS,2,South,698,0,,15214,3,10,686,0,2,0,0.0,2015-11-16,18:00:00,1
2015-11-16 18:00:00,1083,5,SB_MID,2,South,776,0,,14152,12,17,749,0,8,1,1.0,2015-11-16,18:00:00,1
2015-11-16 18:00:00,1083,6,SB_NS,2,South,1194,0,,12833,9,7,1164,1,7,4,11.0,2015-11-16,18:00:00,1
2015-11-16 19:00:00,1083,1,NB_NS,1,North,432,0,,14948,19,2,415,0,8,0,7.0,2015-11-16,19:00:00,1
2015-11-16 19:00:00,1083,2,NB_MID,1,North,567,0,,15706,4,3,562,0,1,1,0.0,2015-11-16,19:00:00,1
2015-11-16 19:00:00,1083,3,NB_OS,1,North,464,0,,16673,13,5,453,0,6,0,0.0,2015-11-16,19:00:00,1
2015-11-16 19:00:00,1083,4,SB_OS,2,South,475,0,,16421,6,15,456,0,3,0,1.0,2015-11-16,19:00:00,1
2015-11-16 19:00:00,1083,5,SB_MID,2,South,675,0,,15558,3,12,661,0,2,0,0.0,2015-11-16,19:00:00,1
2015-11-16 19:00:00,1083,6,SB_NS,2,South,721,0,,14839,14,8,695,0,9,1,8.0,2015-11-16,19:00:00,1
2015-11-16 20:00:00,1083,1,NB_NS,1,North,316,0,,15860,35,2,299,0,11,0,4.0,2015-11-16,20:00:00,1
2015-11-16 20:00:00,1083,2,NB_MID,1,North,358,0,,16588,17,2,350,0,5,1,0.0,2015-11-16,20:00:00,1
2015-11-16 20:00:00,1083,3,NB_OS,1,North,280,0,,17201,4,0,279,0,1,0,0.0,2015-11-16,20:00:00,1
2015-11-16 20:00:00,1083,4,SB_OS,2,South,295,0,,16702,7,9,284,0,2,0,0.0,2015-11-16,20:00:00,1
2015-11-16 20:00:00,1083,5,SB_MID,2,South,427,0,,16875,16,6,414,0,7,0,0.0,2015-11-16,20:00:00,1
2015-11-16 20:00:00,1083,6,SB_NS,2,South,492,0,,16152,14,0,481,0,4,3,4.0,2015-11-16,20:00:00,1
2015-11-16 21:00:00,1083,1,NB_NS,1,North,222,0,,16260,18,3,211,0,2,2,4.0,2015-11-16,21:00:00,1
2015-11-16 21:00:00,1083,2,NB_MID,1,North,236,0,,17314,8,2,232,0,2,0,0.0,2015-11-16,21:00:00,1
2015-11-16 21:00:00,1083,3,NB_OS,1,North,147,0,,17587,7,2,144,0,1,0,0.0,2015-11-16,21:00:00,1
2015-11-16 21:00:00,1083,4,SB_OS,2,South,160,0,,17082,6,9,150,0,1,0,0.0,2015-11-16,21:00:00,1
2015-11-16 21:00:00,1083,5,SB_MID,2,South,285,0,,17273,14,10,270,1,4,0,0.0,2015-11-16,21:00:00,1
2015-11-16 21:00:00,1083,6,SB_NS,2,South,344,0,,16512,20,2,330,0,4,3,5.0,2015-11-16,21:00:00,1
2015-11-16 22:00:00,1083,1,NB_NS,1,North,162,0,,16540,25,0,155,0,4,0,3.0,2015-11-16,22:00:00,1
2015-11-16 22:00:00,1083,2,NB_MID,1,North,188,0,,17493,11,2,184,0,2,0,0.0,2015-11-16,22:00:00,1
2015-11-16 22:00:00,1083,3,NB_OS,1,North,119,0,,17740,17,0,117,0,2,0,0.0,2015-11-16,22:00:00,1
2015-11-16 22:00:00,1083,4,SB_OS,2,South,134,0,,17950,7,3,130,0,1,0,0.0,2015-11-16,22:00:00,1
2015-11-16 22:00:00,1083,5,SB_MID,2,South,215,0,,17326,5,2,212,0,1,0,0.0,2015-11-16,22:00:00,1
2015-11-16 22:00:00,1083,6,SB_NS,2,South,264,0,,16696,19,1,255,0,3,2,3.0,2015-11-16,22:00:00,1
2015-11-16 23:00:00,1083,1,NB_NS,1,North,91,0,,16774,33,5,81,0,2,1,2.0,2015-11-16,23:00:00,1
2015-11-16 23:00:00,1083,2,NB_MID,1,North,113,0,,18060,18,2,109,0,1,1,0.0,2015-11-16,23:00:00,1
2015-11-16 23:00:00,1083,3,NB_OS,1,North,44,0,,18226,45,0,42,0,2,0,0.0,2015-11-16,23:00:00,1
2015-11-16 23:00:00,1083,4,SB_OS,2,South,60,0,,19065,0,1,59,0,0,0,0.0,2015-11-16,23:00:00,1
2015-11-16 23:00:00,1083,5,SB_MID,2,South,145,0,,17835,7,6,138,0,1,0,0.0,2015-11-16,23:00:00,1
2015-11-16 23:00:00,1083,6,SB_NS,2,South,191,0,,17410,47,3,175,0,7,2,4.0,2015-11-16,23:00:00,1
2015-11-17 00:00:00,1083,1,NB_NS,1,North,58,0,,17146,103,1,50,0,4,2,1.0,2015-11-17,00:00:00,2
2015-11-17 00:00:00,1083,2,NB_MID,1,North,63,0,,18373,95,0,57,0,4,2,0.0,2015-11-17,00:00:00,2
2015-11-17 00:00:00,1083,3,NB_OS,1,North,13,0,,18376,0,0,13,0,0,0,0.0,2015-11-17,00:00:00,2
2015-11-17 00:00:00,1083,4,SB_OS,2,South,26,0,,18397,38,1,24,0,1,0,0.0,2015-11-17,00:00:00,2
2015-11-17 00:00:00,1083,5,SB_MID,2,South,64,0,,17717,16,0,63,0,1,0,0.0,2015-11-17,00:00:00,2
2015-11-17 00:00:00,1083,6,SB_NS,2,South,86,0,,17994,47,1,81,0,2,2,0.0,2015-11-17,00:00:00,2
2015-11-17 01:00:00,1083,1,NB_NS,1,North,28,0,,17272,143,0,24,0,2,2,0.0,2015-11-17,01:00:00,2
2015-11-17 01:00:00,1083,2,NB_MID,1,North,33,0,,17121,91,2,28,0,1,2,0.0,2015-11-17,01:00:00,2
2015-11-17 01:00:00,1083,3,NB_OS,1,North,7,0,,17500,0,0,7,0,0,0,0.0,2015-11-17,01:00:00,2
2015-11-17 01:00:00,1083,4,SB_OS,2,South,7,0,,20714,0,0,7,0,0,0,0.0,2015-11-17,01:00:00,2
2015-11-17 01:00:00,1083,5,SB_MID,2,South,28,0,,17956,0,1,27,0,0,0,0.0,2015-11-17,01:00:00,2
2015-11-17 01:00:00,1083,6,SB_NS,2,South,42,0,,17996,71,0,39,0,2,1,0.0,2015-11-17,01:00:00,2
2015-11-17 02:00:00,1083,1,NB_NS,1,North,33,0,,17189,152,0,28,0,3,2,0.0,2015-11-17,02:00:00,2
2015-11-17 02:00:00,1083,2,NB_MID,1,North,27,0,,17593,222,0,21,0,3,3,0.0,2015-11-17,02:00:00,2
2015-11-17 02:00:00,1083,3,NB_OS,1,North,4,0,,16458,0,0,4,0,0,0,0.0,2015-11-17,02:00:00,2
2015-11-17 02:00:00,1083,4,SB_OS,2,South,10,0,,18667,100,0,9,0,1,0,0.0,2015-11-17,02:00:00,2
2015-11-17 02:00:00,1083,5,SB_MID,2,South,36,0,,19244,56,1,33,0,2,0,0.0,2015-11-17,02:00:00,2
